object_id,zone_orig,zone_gzt,zone_desc,zone_link,colour
4165,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4165,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4166,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4166,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4167,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4167,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4168,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4168,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4169,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4169,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4170,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4170,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4171,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4171,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4172,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4172,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4173,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4173,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4174,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4174,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4175,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4175,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4176,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4176,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4177,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4177,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4178,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4178,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4179,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4179,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4180,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4180,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4181,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4181,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4182,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4182,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4183,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4183,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4184,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4184,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4185,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4185,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4186,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4186,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4187,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4187,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4188,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4188,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4189,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4189,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4190,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4190,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4191,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4191,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4192,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4192,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4193,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4193,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4194,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4194,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4195,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4195,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4196,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4196,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4197,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4197,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4198,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4198,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4199,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4199,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4200,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4200,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4201,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4201,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4202,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4202,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4203,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4203,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4204,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4204,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4205,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4205,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4206,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4206,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4207,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4207,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4208,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4208,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4209,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4209,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4210,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4210,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4211,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4211,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4212,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4212,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4213,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4213,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4214,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4214,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4215,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4215,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4216,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4216,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4217,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4217,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4218,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4218,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4219,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4219,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4220,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4220,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4221,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4221,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4222,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4222,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4223,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4223,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4224,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4224,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4225,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4225,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4226,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4226,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4227,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4227,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4228,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4228,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4229,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4229,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4230,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4230,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4231,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4231,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4232,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4232,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4233,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4233,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4234,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4234,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4235,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4235,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4236,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4236,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4237,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4237,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4238,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4238,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4239,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4239,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4240,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4240,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4241,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4241,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4242,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4242,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4243,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4243,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4244,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4244,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4245,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4245,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4246,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4246,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4247,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4247,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4248,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4248,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4249,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4249,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4250,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4250,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4251,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4251,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4252,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4252,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4253,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4253,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4254,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4254,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4255,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4255,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4256,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4256,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4257,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4257,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4258,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4258,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4259,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4259,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4260,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4260,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4261,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4261,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4262,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4262,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4263,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4263,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4264,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4264,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4265,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4265,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4266,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4266,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4267,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4267,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4268,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4268,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4269,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4269,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4270,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4270,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4271,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4271,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4272,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4272,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4273,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4273,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4274,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4274,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4275,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4275,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4276,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4276,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4277,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4277,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4278,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4278,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4279,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4279,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4280,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4280,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4281,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4281,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4282,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4282,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4283,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4283,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4284,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4284,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4285,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4285,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4286,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4286,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4287,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4287,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4288,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4288,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4289,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4289,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4290,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4290,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4291,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4291,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4292,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4292,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4293,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4293,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4294,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4294,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
4295,Zone Z1: Sustainable Residential Neighbourhoods,R2.6,TEST Description 4295,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow1,Yes,No"
